Job_id,Title,Vacancy URL,Company ID,Published,End_date,Salary Range min,Salary Range max,Location ID,company_id,Company name,Company URL,location_id,City,Region,Country
168,SENIOR DATA ENGINEER (F/M/D),https://www.cv.lt/it-telekomunikaciju-darbai/data-analyst-vilniuje-1-402628620,108,2023-05-11,NaN,3075.0,4614.0,11,108,Ignitis grupės paslaugų centras,NaN,11,Kaunas,Nan,Lithuania
169,Chapter Lead for Data Management Services,https://www.cv.lt/it-telekomunikaciju-darbai/data-analyst-vilniuje-1-402628620,107,2023-05-12,NaN,3840.0,5760.0,10,107,Danske Bank A/S Lietuvos filialas,NaN,10,Vilnius,Nan,Lithuania
170,Ad Ops - Data Management Support Specialist,https://www.cv.lt/it-telekomunikaciju-darbai/data-analyst-vilniuje-1-402628620,105,2023-05-11,NaN,1500.0,,10,105,"Adform Lithuania, UAB",NaN,10,Vilnius,Nan,Lithuania
171,Customer Master Data Maintenance Specialist,https://www.cv.lt/finansu-apskaitos-audito-darbai/customer-master-data-maintenance-specialist-vilniuje-1-402632327,104,2023-05-04,NaN,1500.0,1800.0,10,104,Telia Global Services Lithuania,NaN,10,Vilnius,Nan,Lithuania
172,Data Analyst (Assistant to Junior Level),https://www.cv.lt/finansu-apskaitos-audito-darbai/customer-master-data-maintenance-specialist-vilniuje-1-402632327,109,2023-05-10,NaN,900.0,2200.0,10,109,"Exacaster, UAB",NaN,10,Vilnius,Nan,Lithuania
173,Senior Business Analyst for Data Protection,https://www.cv.lt/finansu-apskaitos-audito-darbai/customer-master-data-maintenance-specialist-vilniuje-1-402632327,107,2023-05-13,NaN,3360.0,5040.0,10,107,Danske Bank A/S Lietuvos filialas,NaN,10,Vilnius,Nan,Lithuania
174,SENIOR JAVA DEVELOPER (F/M/D) (DATA HUB),https://www.cv.lt/finansu-apskaitos-audito-darbai/customer-master-data-maintenance-specialist-vilniuje-1-402632327,108,2023-05-04,NaN,3075.0,4614.0,10,108,Ignitis grupės paslaugų centras,NaN,10,Vilnius,Nan,Lithuania
175,SENIOR JAVA DEVELOPER (F/M/D) (DATA HUB),https://www.cv.lt/finansu-apskaitos-audito-darbai/customer-master-data-maintenance-specialist-vilniuje-1-402632327,108,2023-05-04,NaN,3075.0,4614.0,11,108,Ignitis grupės paslaugų centras,NaN,11,Kaunas,Nan,Lithuania
176,Associate Business Analyst for Financial Crime Data Team,https://www.cv.lt/finansu-apskaitos-audito-darbai/customer-master-data-maintenance-specialist-vilniuje-1-402632327,107,2023-05-14,NaN,2000.0,3000.0,10,107,Danske Bank A/S Lietuvos filialas,NaN,10,Vilnius,Nan,Lithuania
177,Data Analyst in Sanctions Screening Continuous Development Unit,https://www.cv.lt/finansu-apskaitos-audito-darbai/customer-master-data-maintenance-specialist-vilniuje-1-402632327,107,2023-05-05,NaN,2680.0,4020.0,10,107,Danske Bank A/S Lietuvos filialas,NaN,10,Vilnius,Nan,Lithuania
178,Senior Statistical Analyst for Investment and Securities Fraud Unit,https://www.cv.lt/finansu-apskaitos-audito-darbai/customer-master-data-maintenance-specialist-vilniuje-1-402632327,107,2023-05-14,NaN,2600.0,3900.0,10,107,Danske Bank A/S Lietuvos filialas,NaN,10,Vilnius,Nan,Lithuania
179,IT System Analyst in Finance Tribe,https://www.cv.lt/finansu-apskaitos-audito-darbai/customer-master-data-maintenance-specialist-vilniuje-1-402632327,107,2023-05-16,NaN,3440.0,5160.0,10,107,Danske Bank A/S Lietuvos filialas,NaN,10,Vilnius,Nan,Lithuania
180,Digital Product Operations Analyst,https://www.cv.lt/finansu-apskaitos-audito-darbai/customer-master-data-maintenance-specialist-vilniuje-1-402632327,110,2023-05-11,NaN,2900.0,3750.0,10,110,Ria Money Transfer,NaN,10,Vilnius,Nan,Lithuania
181,Financial Planner & Analyst,https://www.cv.lt/finansu-apskaitos-audito-darbai/customer-master-data-maintenance-specialist-vilniuje-1-402632327,105,2023-04-27,NaN,800.0,,10,105,"Adform Lithuania, UAB",NaN,10,Vilnius,Nan,Lithuania
182,Market Research Analyst,https://www.cv.lt/finansu-apskaitos-audito-darbai/market-research-analyst-vilniuje-1-402559027,111,2023-05-02,NaN,2100.0,2290.0,10,111,"Baltic Virtual Assistants, UAB",NaN,10,Vilnius,Nan,Lithuania
183,Senior Business Intelligence Analyst in Finance Tribe,https://www.cv.lt/finansu-apskaitos-audito-darbai/market-research-analyst-vilniuje-1-402559027,107,2023-05-10,NaN,3360.0,5040.0,10,107,Danske Bank A/S Lietuvos filialas,NaN,10,Vilnius,Nan,Lithuania
184,Business Analyst in FCP Operations BI and Analytics,https://www.cv.lt/finansu-apskaitos-audito-darbai/market-research-analyst-vilniuje-1-402559027,107,2023-05-03,NaN,2680.0,4020.0,10,107,Danske Bank A/S Lietuvos filialas,NaN,10,Vilnius,Nan,Lithuania
185,Senior Business Analyst in IRB Framework,https://www.cv.lt/finansu-apskaitos-audito-darbai/market-research-analyst-vilniuje-1-402559027,107,2023-05-12,NaN,3360.0,5040.0,10,107,Danske Bank A/S Lietuvos filialas,NaN,10,Vilnius,Nan,Lithuania
186,Associate AML Analyst in KYC Nordic and International Institutions teams,https://www.cv.lt/finansu-apskaitos-audito-darbai/associate-aml-analyst-in-kyc-nordic-and-international-institutions-vilniuje-1-401475370,107,2023-05-13,NaN,1480.0,2220.0,10,107,Danske Bank A/S Lietuvos filialas,NaN,10,Vilnius,Nan,Lithuania
187,ICT Risk Analyst,https://www.cv.lt/finansu-apskaitos-audito-darbai/associate-aml-analyst-in-kyc-nordic-and-international-institutions-vilniuje-1-401475370,102,2023-05-13,NaN,3100.0,4660.0,10,102,Alliance for Recruitment,NaN,10,Vilnius,Nan,Lithuania
188,FINANSŲ KONTROLIERĖ (-IUS) PLANAVIMO IR ANALIZĖS SKYRIUJE,https://www.cv.lt/finansu-apskaitos-audito-darbai/associate-aml-analyst-in-kyc-nordic-and-international-institutions-vilniuje-1-401475370,112,2023-05-11,NaN,2917.0,4377.0,10,112,Energijos skirstymo operatorius,NaN,10,Vilnius,Nan,Lithuania
189,Information Security Risk Analyst,https://www.cv.lt/finansu-apskaitos-audito-darbai/associate-aml-analyst-in-kyc-nordic-and-international-institutions-vilniuje-1-401475370,102,2023-05-13,NaN,3100.0,4660.0,10,102,Alliance for Recruitment,NaN,10,Vilnius,Nan,Lithuania
190,Analyst in Intelligent Automation CoE,https://www.cv.lt/it-telekomunikaciju-darbai/it-technical-specialist-vilniuje-1-403012149,107,2023-05-12,NaN,2680.0,4020.0,10,107,Danske Bank A/S Lietuvos filialas,NaN,10,Vilnius,Nan,Lithuania
191,Business Analyst in Capital Exposure Management,https://www.cv.lt/it-telekomunikaciju-darbai/it-technical-specialist-vilniuje-1-403012149,107,2023-05-08,NaN,2680.0,4020.0,10,107,Danske Bank A/S Lietuvos filialas,NaN,10,Vilnius,Nan,Lithuania
192,Business Analyst in Capital Exposure Management,https://www.cv.lt/it-telekomunikaciju-darbai/it-technical-specialist-vilniuje-1-403012149,107,2023-05-05,NaN,2680.0,4020.0,10,107,Danske Bank A/S Lietuvos filialas,NaN,10,Vilnius,Nan,Lithuania
193,Viešųjų finansų sistemos valdymo grupės finansų analitikas,https://www.cv.lt/valstybes-tarnyba/duju-ir-elektros-departamento-didmenines-rinkos-skyriaus-vyriausiasis-kitur-2-403008174,113,2023-05-11,NaN,,,10,113,Lietuvos Respublikos finansų ministerija,NaN,10,Vilnius,Nan,Lithuania
194,"Ekonominės analizės skyriaus vyriausiasis specialistas (atlyginimas, atskaičius mokesčius - 900-1500 Eur)",https://www.cv.lt/valstybes-tarnyba/duju-ir-elektros-departamento-didmenines-rinkos-skyriaus-vyriausiasis-kitur-2-403008174,114,2023-05-13,NaN,,,13,114,Valstybinė energetikos reguliavimo taryba,NaN,13,Other,Nan,Lithuania
195,Finansų politikos departamento Fiskalinės valdysenos skyriaus finansų analitikas,https://www.cv.lt/valstybes-tarnyba/duju-ir-elektros-departamento-didmenines-rinkos-skyriaus-vyriausiasis-kitur-2-403008174,113,2023-05-08,NaN,,,10,113,Lietuvos Respublikos finansų ministerija,NaN,10,Vilnius,Nan,Lithuania
